"checking.status","duration.in.months","credit.history","purpose","amount","savings","employed.since","percentage.of.disposable.income","personal.status.and.sex","cosigners","at.residence.since","property","age.in.years","other.installment.plans","housing","num.credits.at.bank","job","num.dependents","telephone","foreign.worker","good.loan","Good.Loan"
"no checking",7,"past delays","radio/television",846,"unknown",">= 7 years",3,"male:single","none",4,"unknown",36,"none","for free",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",36,"paid to date","car (new)",14318,"< 100 DM",">= 7 years",4,"male:single","none",2,"unknown",57,"none","for free",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",6,"critical","car (new)",362,"< 500 DM","< 4 years",4,"female:divorced/separated/married","none",4,"car or other",52,"none","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 0 DM",20,"paid to date","furniture/equipment",2212,"unknown","< 7 years",4,"male:single","none",4,"car or other",39,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",18,"paid to date","car (used)",12976,"< 100 DM","unemployed",3,"female:divorced/separated/married","none",4,"unknown",38,"none","for free",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",22,"paid to date","car (new)",1283,"unknown","< 7 years",4,"female:divorced/separated/married","none",4,"savings/life ins",25,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
">= 200 DM",12,"paid to date","car (new)",1330,"< 100 DM","< 1 year",4,"male:single","none",1,"real estate",26,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",30,"past delays","business",4272,"< 500 DM","< 4 years",2,"male:single","none",2,"savings/life ins",26,"none","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",18,"critical","radio/television",2238,"< 100 DM","< 4 years",2,"female:divorced/separated/married","none",1,"car or other",25,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",18,"paid to date","radio/television",1126,"unknown","< 1 year",4,"female:divorced/separated/married","none",2,"real estate",21,"none","rent",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",18,"critical","furniture/equipment",7374,"< 100 DM","unemployed",4,"male:single","none",4,"savings/life ins",40,"stores","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",15,"critical","business",2326,"< 1000 DM","< 4 years",2,"male:single","none",4,"car or other",27,"bank","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",9,"paid to date","business",1449,"< 100 DM","< 7 years",3,"female:divorced/separated/married","none",2,"car or other",27,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",18,"paid to date","car (new)",1820,"< 100 DM","< 4 years",2,"male:married/widowed","none",2,"savings/life ins",30,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",12,"paid to date","furniture/equipment",983,">= 1000 DM","< 1 year",1,"female:divorced/separated/married","none",4,"real estate",19,"none","rent",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 0 DM",36,"paid to date","car (new)",3249,"< 100 DM","< 7 years",2,"male:single","none",4,"unknown",39,"bank","for free",1,"management/self-employed/highly qualified employee/ officer",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",6,"critical","radio/television",1957,"< 100 DM","< 7 years",1,"female:divorced/separated/married","none",4,"car or other",31,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",9,"critical","furniture/equipment",2406,"< 100 DM","unemployed",2,"male:single","none",3,"car or other",31,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"none","yes",1,"GoodLoan"
"< 200 DM",39,"past delays","education",11760,"< 500 DM","< 7 years",2,"male:single","none",3,"unknown",32,"none","rent",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","furniture/equipment",2578,"< 100 DM","unemployed",3,"female:divorced/separated/married","none",4,"unknown",55,"none","for free",1,"management/self-employed/highly qualified employee/ officer",1,"none","yes",1,"GoodLoan"
"< 0 DM",36,"critical","furniture/equipment",2348,"< 100 DM","< 4 years",3,"male:married/widowed","none",2,"savings/life ins",46,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",12,"paid to date","car (new)",1223,"< 100 DM",">= 7 years",1,"male:divorced/separated","none",1,"real estate",46,"none","rent",2,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",24,"critical","radio/television",1516,">= 1000 DM","< 4 years",4,"female:divorced/separated/married","none",1,"real estate",43,"none","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",18,"paid to date","radio/television",1473,"< 100 DM","< 1 year",3,"male:married/widowed","none",4,"real estate",39,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",18,"critical","business",1887,"unknown","< 4 years",4,"male:married/widowed","none",4,"real estate",28,"bank","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",24,"past delays","business",8648,"< 100 DM","< 1 year",2,"male:single","none",2,"car or other",27,"bank","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",14,"past delays","car (new)",802,"< 100 DM","< 4 years",4,"male:single","none",2,"car or other",27,"none","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 200 DM",18,"past delays","car (new)",2899,"unknown",">= 7 years",4,"male:single","none",4,"car or other",43,"none","own",1,"skilled employee/official",2,"none","yes",1,"GoodLoan"
"< 200 DM",24,"paid to date","radio/television",2039,"< 100 DM","< 1 year",1,"male:married/widowed","none",1,"savings/life ins",22,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",24,"critical","car (used)",2197,"unknown","< 7 years",4,"male:single","none",4,"car or other",43,"none","own",2,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",15,"paid to date","radio/television",1053,"< 100 DM","< 1 year",4,"male:married/widowed","none",2,"real estate",27,"none","own",1,"skilled employee/official",1,"none","no",1,"GoodLoan"
"no checking",24,"paid to date","radio/television",3235,"< 1000 DM",">= 7 years",3,"male:divorced/separated","none",2,"car or other",26,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
">= 200 DM",12,"critical","car (new)",939,"< 1000 DM","< 7 years",4,"male:married/widowed","none",2,"real estate",28,"none","own",3,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 200 DM",24,"paid to date","radio/television",1967,"< 100 DM",">= 7 years",4,"female:divorced/separated/married","none",4,"car or other",20,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",33,"critical","car (used)",7253,"< 100 DM","< 7 years",3,"male:single","none",2,"car or other",35,"none","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",12,"critical","business",2292,"< 100 DM","unemployed",4,"male:single","none",2,"car or other",42,"stores","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",10,"paid to date","car (new)",1597,"< 1000 DM","< 4 years",3,"male:single","none",2,"unknown",40,"none","rent",1,"unskilled - resident",2,"none","no",1,"GoodLoan"
"< 0 DM",24,"paid to date","car (new)",1381,"unknown","< 4 years",4,"female:divorced/separated/married","none",2,"savings/life ins",35,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",36,"critical","car (used)",5842,"< 100 DM",">= 7 years",2,"male:single","none",2,"savings/life ins",35,"none","own",2,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","car (new)",2579,"< 100 DM","< 1 year",4,"male:single","none",1,"real estate",33,"none","own",1,"unskilled - resident",2,"none","yes",2,"BadLoan"
"< 0 DM",18,"past delays","education",8471,"unknown","< 4 years",1,"female:divorced/separated/married","none",2,"car or other",23,"none","rent",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",21,"paid to date","car (new)",2782,"< 1000 DM","< 7 years",1,"female:divorced/separated/married","none",2,"car or other",31,"bank","own",1,"management/self-employed/highly qualified employee/ officer",1,"none","yes",1,"GoodLoan"
"< 200 DM",18,"paid to date","car (new)",1042,"unknown","< 4 years",4,"female:divorced/separated/married","none",2,"savings/life ins",33,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",15,"paid to date","car (new)",3186,">= 1000 DM","< 7 years",2,"female:divorced/separated/married","none",3,"car or other",20,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",12,"paid to date","car (used)",2028,"unknown","< 4 years",4,"male:single","none",2,"car or other",30,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",12,"critical","car (new)",958,"< 100 DM","< 7 years",2,"male:single","none",3,"real estate",47,"none","own",2,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"no checking",21,"past delays","furniture/equipment",1591,"< 500 DM","< 7 years",4,"male:single","none",3,"real estate",34,"none","own",2,"management/self-employed/highly qualified employee/ officer",1,"none","yes",1,"GoodLoan"
"< 200 DM",12,"paid to date","furniture/equipment",2762,"unknown",">= 7 years",1,"female:divorced/separated/married","none",2,"savings/life ins",25,"bank","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 200 DM",18,"paid to date","car (used)",2779,"< 100 DM","< 4 years",1,"male:married/widowed","none",3,"car or other",21,"none","rent",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",28,"critical","radio/television",2743,"< 100 DM",">= 7 years",4,"male:single","none",2,"car or other",29,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",18,"critical","radio/television",1149,">= 1000 DM","< 4 years",4,"male:single","none",3,"real estate",46,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",9,"paid to date","furniture/equipment",1313,"< 100 DM",">= 7 years",1,"male:single","none",4,"car or other",20,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",18,"critical","repairs",1190,"< 100 DM","unemployed",2,"female:divorced/separated/married","none",4,"unknown",55,"none","for free",3,"unemployed/unskilled - non-resident",2,"none","yes",2,"BadLoan"
"no checking",5,"paid to date","business",3448,"< 100 DM","< 7 years",1,"male:single","none",4,"real estate",74,"none","own",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 200 DM",24,"paid to date","others",11328,"< 100 DM","< 4 years",2,"male:single","co-applicant",3,"car or other",29,"bank","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",6,"critical","furniture/equipment",1872,"< 100 DM","unemployed",4,"male:single","none",4,"unknown",36,"none","for free",3,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",24,"critical","repairs",2058,"< 100 DM","< 4 years",4,"male:divorced/separated","none",2,"real estate",33,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",9,"paid to date","furniture/equipment",2136,"< 100 DM","< 4 years",3,"male:single","none",2,"real estate",25,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",12,"paid to date","radio/television",1484,"unknown","< 4 years",2,"male:married/widowed","none",1,"real estate",25,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",6,"paid to date","repairs",660,"< 1000 DM","< 7 years",2,"male:married/widowed","none",4,"real estate",23,"none","rent",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",24,"critical","car (new)",1287,">= 1000 DM",">= 7 years",4,"female:divorced/separated/married","none",4,"real estate",37,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",42,"critical","repairs",3394,"< 100 DM","unemployed",4,"male:single","co-applicant",4,"car or other",65,"none","own",2,"unemployed/unskilled - non-resident",1,"none","yes",1,"GoodLoan"
">= 200 DM",12,"fully paid at this bank","business",609,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",1,"real estate",26,"none","own",1,"unemployed/unskilled - non-resident",1,"none","yes",2,"BadLoan"
"no checking",12,"paid to date","car (new)",1884,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",39,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","furniture/equipment",1620,"< 100 DM","< 4 years",2,"female:divorced/separated/married","co-applicant",3,"savings/life ins",30,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",20,"past delays","others",2629,"< 100 DM","< 4 years",2,"male:single","none",3,"car or other",29,"bank","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",12,"paid to date","education",719,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",41,"bank","own",1,"unskilled - resident",2,"none","yes",2,"BadLoan"
"< 200 DM",48,"critical","furniture/equipment",5096,"< 100 DM","< 4 years",2,"female:divorced/separated/married","none",3,"car or other",30,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
